0,8866666666666667
0,9
0,9
0,8866666666666667
0,92
0,9
0,8977777777777778
0,9044444444444445
0,9355555555555556
0,9133333333333333
0,8866666666666667
0,8733333333333333
0,8511111111111112
0,9
0,9111111111111111
0,8888888888888888
0,9
0,8933333333333333
0,9044444444444445
0,8777777777777778
0,9
0,9155555555555556
0,9222222222222223
0,9288888888888889
0,8777777777777778
0,8866666666666667
0,8955555555555555
0,8866666666666667
0,8844444444444445
0,9088888888888889
0,88
0,8888888888888888
0,8933333333333333
0,9133333333333333
0,9155555555555556
0,9022222222222223
0,8888888888888888
0,9222222222222223
0,9088888888888889
0,8977777777777778
0,8933333333333333
0,8977777777777778
0,9044444444444445
0,9111111111111111
0,9088888888888889
0,9088888888888889
0,9111111111111111
0,8955555555555555
0,9066666666666666
0,8955555555555555
0,9044444444444445
0,9111111111111111
0,9022222222222223
0,88
0,8911111111111111
0,8888888888888888
0,92
0,9
0,8888888888888888
0,9044444444444445
0,9155555555555556
0,8911111111111111
0,8688888888888889
0,9066666666666666
0,8822222222222222
0,92
0,8866666666666667
0,8955555555555555
0,9155555555555556
0,8977777777777778
0,8844444444444445
0,9088888888888889
0,8666666666666667
0,8933333333333333
0,8822222222222222
0,8777777777777778
0,9155555555555556
0,8955555555555555
0,9111111111111111
0,9
0,8822222222222222
0,9133333333333333
0,9022222222222223
0,8977777777777778
0,8844444444444445
0,8822222222222222
0,9044444444444445
0,8955555555555555
0,8955555555555555
0,9311111111111111
0,8977777777777778
0,8911111111111111
0,8622222222222222
0,88
0,9
0,8977777777777778
0,8822222222222222
0,8711111111111111
0,9066666666666666
0,9022222222222223
